Gas,Best Model,MAE,RMSE,R2
Ethanol,ExtraTrees,3.0037766029559183,23.9792908427226,0.9153740583131119
Ethylene,ExtraTrees,6.083162356382622,21.330926666722835,0.9288294503064467
Ammonia,ExtraTrees,16.03201349830434,38.752488660167735,0.9810303889540168
Acetaldehyde,ExtraTrees,3.502907762993288,11.025782919128575,0.9787917240585527
Acetone,ExtraTrees,4.2105327169286,14.172235982181864,0.9959873817078898
Toluene,ExtraTrees,3.4291437120996195,17.69143082391137,0.7129770791353656
